y_true,y_prob
1,0.6471068441087372
0,0.360806521919683
1,0.7885617895534858
0,0.06980481262387758
1,0.6600417822551559
0,0.7406854626390098
1,0.5716624152904506
0,0.4436726622341153
0,0.04279618931430144
0,0.6293001159102628
0,0.33862180647533585
1,0.7050354804450559
0,0.11791543637916979
1,0.13268541321661004
1,0.10594971761794232
0,0.15457090506544766
0,0.004897392163339512
0,0.14998569017985552
0,0.016404343319425224
0,0.26502076093379373
1,0.8927236116315348
1,0.4785682517669293
0,0.6094071618942207
1,0.5865003228608984
1,0.5963070309119964
1,0.4991646677593495
0,0.16382509249043006
0,0.2740601569524582
0,0.08351843931760364
0,0.4286261968520179
0,0.762715406861321
0,0.2790219841613884
0,0.41756689290298715
1,0.3924251157090313
1,0.7809710878849152
0,0.31673498081356954
1,0.796269406485949
1,0.768424185984751
1,0.30507685773526144
0,0.7319903223037852
1,0.6441691894425163
1,0.8138517977174504
0,0.11844497369149277
0,0.6237549014098919
0,0.17043405756735325
0,0.7034921985392644
1,0.6941159725891033
0,0.6449676331231402
0,0.0076619320940071005
1,0.7720449851977133
0,0.22892067104115316
0,0.09638246805037298
1,0.6488498238293962
0,0.2942638543131878
1,0.7854851523352293
1,0.6352169828917119
1,0.7463389223682477
0,0.15532801219925627
0,0.19371807388235854
0,0.3299125382138971
0,0.07634231148862704
0,0.5866733291382511
0,0.4281969969033749
1,0.09684518762692752
0,0.1515690221394428
0,0.2552356314786774
1,0.49673254231915387
1,0.15993967553858277
0,0.05571157628084497
0,0.5390857745704717
0,0.3115070206302293
1,0.6095746212323326
0,0.4762067627841138
1,0.6170061998120073
0,0.3682168217005702
1,0.6071240019526956
0,0.5474152138942181
0,0.5069186492179925
0,0.7931772937498042
0,0.0374150911322845
0,0.2852610640114748
1,0.8083603000762666
0,0.5435242587935044
0,0.14136160059815017
1,0.7427962520997936
0,0.6890208304301282
0,0.1323619162966463
0,0.6092244624041844
1,0.4582230528455529
0,0.5278065898267301
1,0.6228784747040048
0,0.022564095280680197
0,0.47894403956122406
0,0.0010782557632423285
0,0.23760442936081588
0,0.33307475488882204
0,0.1879335394790282
0,0.527840365986103
0,0.06842166025561865
0,0.09223513433596367
1,0.3841575348616211
0,0.43717095452984706
1,0.448116780460181
0,0.7774768131844916
0,0.05431462985792163
1,0.6552711831995727
0,0.0893044796881375
0,0.33407447005825686
1,0.4535088736724504
0,0.007144112725891336
0,0.6816379739429924
1,0.7647026569639618
0,0.17571738082033486
1,0.38855067057215414
0,0.7268638646514373
0,0.7333767939618236
0,0.7730083452510402
0,0.32932116679042056
0,0.01861011703201656
1,0.5273350170136636
0,0.054656397971008734
1,0.7878979187374475
0,0.0044298217818774105
1,0.5150912365683619
1,0.42264581175568194
0,0.364717292863492
1,0.24481620216258146
1,0.3831188151391847
0,0.6442625238820702
1,0.7929112157372564
0,0.004008280925927012
1,0.5475992156359919
0,0.3036068350155658
0,0.647158464836738
0,0.5460115250544546
1,0.7851724299626528
0,0.3728788413817325
1,0.7742885486794364
0,0.03417129106060632
0,0.46587447448317526
0,0.782318625778877
1,0.4854342750589727
0,0.005768511601836619
1,0.7535750245107663
0,0.2449127192430247
0,0.6517976269514049
0,0.36275267430065766
0,0.019000915778366788
0,0.04303157486063929
1,0.5997083223075613
1,0.8490888598321193
0,0.7177798616550255
0,0.06984132781380001
0,0.5262751908625884
1,0.7261694158367799
0,0.05802670571864841
1,0.6715990001725756
0,0.0017070286027770598
1,0.31788503794773826
0,0.3546747662851361
1,0.5396526023215669
0,0.34706378257278275
0,0.7571592376825944
0,0.6057658604124945
0,0.492826525163677
1,0.41686708180299875
0,0.13491445252293005
0,0.6487993952137194
0,0.7422303165633393
0,0.6512292736465882
0,0.07229150752660146
0,0.06424465839677147
1,0.4471584911223047
0,0.4812093946362052
0,0.370060919222067
1,0.6626747130298928
0,0.14584563816687765
0,0.49526415560056875
0,0.056495958968376454
1,0.754095165118924
1,0.6624898815972122
1,0.6754444731251145
0,0.6824450018141526
1,0.517816342766706
1,0.5894679705627658
0,0.4493372190790166
0,0.295820654994675
0,0.4200502878840172
0,0.14631966848947175
0,0.7393575782078124
1,0.633460447053391
0,0.11763611105795163
1,0.7096718388451076
1,0.653994459255946
1,0.7260903040500195
1,0.43439322201308067
0,0.4418283295648969
1,0.7472032237414846
0,0.5353439052214312
0,0.692321639928296
1,0.834397585543653
0,0.25413792174360655
0,0.3206692335878799
0,0.052819217256960815
0,0.5287380248735822
0,0.19004219822841695
1,0.6135344187106202
0,0.05084454662984965
0,0.007713235837177971
0,0.5729344507937209
0,0.13041460374577077
1,0.7032992283046652
0,0.2857510523480727
1,0.6487667553845902
0,0.06682353560574843
0,0.18626196867535133
0,0.06988013077829766
1,0.15643611497769733
1,0.7400088630863226
1,0.5412683542629049
1,0.5630200741133554
1,0.5568185265438285
0,0.4211066602777342
1,0.6922111183697162
0,0.03458699524476814
0,0.6379204791432196
0,0.005144871646019416
0,0.0688157415272872
0,0.6368296526745303
0,0.5132785197706987
1,0.7403231792566922
1,0.33560017819793425
1,0.537794467562885
0,0.7581652257199027
0,0.09567130689860924
0,0.1984670145805357
1,0.3912011700847095
0,0.05992117375024864
1,0.7551412023646104
0,0.3261990676997051
0,0.5518269243432691
0,0.16671459895818516
0,0.7745469214567732
0,0.5445771169633276
0,0.12434960637537416
0,0.16048374761066098
0,0.5949931888179697
1,0.6434326019773104
1,0.6449821164826207
0,0.03064546168927987
1,0.22925646943296663
0,0.03144135706978564
1,0.6482556773782484
0,0.8055168443956743
1,0.5254430172812874
0,0.13296884243992083
1,0.6691766716326195
0,0.23685768574857577
1,0.8017835972707139
0,0.3540944118583741
1,0.7510834847631274
0,0.625536039800964
0,0.7952970245180836
0,0.8200321608771556
1,0.8359686379752804
0,0.16052000391371798
0,0.5209855641984138
1,0.6739033907654539
1,0.7172468987746206
0,0.5886338880493929
0,0.26507538225779786
1,0.8417620564757978
0,0.7850740180801062
0,0.19374353745277786
0,0.6351176423254308
0,0.6903669206411277
0,0.48946735190095625
0,0.837611456604054
0,0.5178207678705677
0,0.4814115586935001
0,0.4835658080624659
1,0.6062623774455193
0,0.17815520134930246
0,0.024408159538494244
0,0.4313185023131992
1,0.6365691596394173
1,0.7844720690774565
0,0.7642908492653743
0,0.4874969237485548
0,0.06676957517372296
1,0.5055720274283294
1,0.6119656052173192
0,0.16802495646479484
0,0.5252191275606013
1,0.6807987499224025
1,0.4825295725748383
1,0.6827563680089961
1,0.5837042631598051
0,0.7410163969525239
0,0.5089198787064753
0,0.22010555898079331
0,0.6094168672557772
1,0.4745734417611853
0,0.6574297232814744
0,0.7716696832805683
0,0.015144681219628415
0,0.054174813899200966
1,0.7050710654784429
1,0.7732277314800113
1,0.40788700507832165
1,0.24767627854096477
0,0.11642196313849583
1,0.48440067609447474
0,0.1558399536455844
1,0.5014889764078966
1,0.6284944631779428
0,0.43786235886749936
0,0.01747269984969963
0,0.22681195955152497
0,0.46604801983869204
1,0.5703413024454901
0,0.274758627631319
1,0.7329809279955244
0,0.12793710324663612
1,0.8737872361482967
0,0.7232407654674095
0,0.18059023158880128
1,0.7743153407856604
0,0.5735324821306514
0,0.4048920285102806
0,0.42213668386322295
0,0.021317993945474224
0,0.657381620705095
0,0.05414987038143289
0,0.13480296846085907
1,0.6257624300025835
1,0.788807554283127
0,0.554827296487609
1,0.773394196442553
0,0.513093176344385
0,0.12128083669072343
0,0.028055423468919184
1,0.606149491357069
1,0.6372869628401062
0,0.23574029425988144
0,0.5499197526724485
0,0.36915292189630483
0,0.23184817433159935
0,0.2372268138221998
0,0.4208921990117517
0,0.3850789530826669
1,0.4852690493602834
1,0.6924060339714715
0,0.005305006230058552
0,0.5950543513197992
1,0.2088163605183761
0,0.017617648707189598
1,0.48005922933165684
0,0.018009999269244112
0,0.38687421390002547
0,0.5677563530621477
0,0.007255616857677882
0,0.0506532068303988
0,0.6958834909304934
0,0.31327478734072584
1,0.767723065131368
0,0.19899329457872916
0,0.4068475735180651
0,0.3798947006789157
0,0.21022586755377656
0,0.09264387269395577
0,0.16591845232925642
1,0.14658556635175862
0,0.13086398533623847
0,0.40498271315982926
0,0.6615404178502416
0,0.9253575622070308
0,0.0972397628202707
0,0.805856757650109
0,0.12386245282099898
1,0.6675744242410755
0,0.1506774595189069
0,0.45984631621573213
1,0.7449064525462437
0,0.5060474214923524
0,0.13136767884011258
1,0.6595843824506763
0,0.1365827619801537
0,0.11172454953214872
0,0.08284561278619083
1,0.6303100103301569
1,0.8297670813924892
0,0.028304881258017858
1,0.6252558861598978
0,0.6258890391534992
0,0.5589870359921884
0,0.010359817908430755
0,0.09233731293243619
1,0.3846921209237367
0,0.16336152238927318
0,0.5083524589847416
0,0.5701876445323066
0,0.04070546217624829
1,0.7603561610876306
0,0.7732156647919386
0,0.7453811528738976
1,0.7100253945948977
0,0.20453304045207787
0,0.1082266844511582
0,0.7892858590231104
0,0.0033053259566598707
0,0.008268492722821031
0,0.6795647221554155
0,0.3978201795932748
1,0.709477846610865
1,0.2310776043857201
1,0.7673586072100139
1,0.7491057535960987
0,0.49961232472287337
1,0.7274396727426261
0,0.7644204876945615
0,0.6619540381338367
0,0.20409955732970175
0,0.7458243810503457
1,0.6809817680989947
1,0.1647631213041744
0,0.06014552507116483
0,0.6396559612517947
0,0.7756261910303865
0,0.09785866778864442
0,0.04401861578110646
0,0.7227652963322189
0,0.16483419330978538
0,0.03283402712237758
1,0.6302655979100019
0,0.8312463069099238
0,0.28095972692248855
1,0.8251968227171262
0,0.28875775045826163
0,0.5240716810371239
0,0.4545971134490425
0,0.25228213258400717
1,0.7943609326591121
0,0.2178067181105483
0,0.16895313997737196
1,0.7679846515181227
1,0.1700441907270064
1,0.6399985494460655
0,0.0008494911317965835
0,0.30884014843605817
0,0.22885810719396463
0,0.2129887190738419
0,0.06597239794831344
0,0.3743370654299036
1,0.8486767028346879
0,0.015559245194808996
1,0.7610529697226188
1,0.41262160135962417
0,0.7188904119817785
1,0.5181325157047767
0,0.43953579729448167
0,0.1088748801334406
0,0.5869798115363559
0,0.7733648251595601
1,0.7752482222588548
0,0.3846626075723924
0,0.04673253159406877
0,0.06019273255596941
1,0.5315183567607239
0,0.0506705424559794
0,0.2155924992193755
1,0.5205001106052278
0,0.1893225692899187
0,0.5042888632890364
1,0.35386712555838434
0,0.22689427244672622
0,0.3254250885062906
1,0.5691815890740988
0,0.6399627370443605
0,0.09725982051117853
0,0.20770368124071165
0,0.05026064921145717
0,0.11306862075349709
1,0.9270239884085157
0,0.02972834850838727
1,0.5787640579513954
0,0.2337609871609308
0,0.028055423468919184
0,0.6130780765002745
0,0.09277430088110458
1,0.683807773833282
1,0.6988544442349603
0,0.590543781057204
0,0.6416390352103731
1,0.5116529234735995
0,0.8002879776326126
1,0.17254178115814
0,0.7363193765704366
0,0.5607245009129453
0,0.11084346335986911
0,0.6202880698619322
1,0.6384301272758437
1,0.7553207241732346
0,0.0060568538779907245
0,0.6053512635088019
0,0.2925733822600723
1,0.7551412023646104
1,0.7669557237661005
0,0.5858447144346932
1,0.4431093596246211
0,0.5227340642073053
0,0.1943799640343574
1,0.7716696832805683
0,0.07423981738542806
1,0.6856196681397927
1,0.777258695007226
0,0.3372369711085256
0,0.3551933957589838
0,0.06724633467194435
0,0.09943166072615948
0,0.07996738884021223
0,0.05877068079833832
0,0.5792950531617453
1,0.6733257837708928
0,0.10667721404044941
1,0.6722954469127843
1,0.432266261553379
0,0.1341150522923816
0,0.6802093227934152
0,0.08889993959451026
0,0.5216171095595566
0,0.4583336919384465
1,0.48366117639169487
0,0.1423249319195219
0,0.6682754527991668
0,0.15834189324703668
0,0.005588623601224137
0,0.029128124008288073
0,0.02031471247705066
0,0.6818177404089308
1,0.626603340001482
0,0.4541505337610358
0,0.7806690790281001
1,0.7627354241872171
0,0.13440357341157413
0,0.7667396391732507
0,0.012789218560763921
1,0.572383268760968
1,0.5842112681257229
1,0.6939413589608998
1,0.733083981179952
0,0.20523054391008885
0,0.7900671794397848
1,0.5733418672667763
0,0.17161497486503677
1,0.5202346179299807
0,0.11775020158914913
1,0.7382134144886229
0,0.7514588155200141
1,0.6049807810343696
0,0.6870654498603477
0,0.4941959305718634
0,0.6782160040130052
0,0.2842363493839006
0,0.39826371085625795
0,0.5813012254122808
1,0.4965283461950273
0,0.1667266576973381
0,0.23208381147244864
1,0.527244382567055
0,0.7096780394950413
0,0.1418217859809264
0,0.4399865251268074
0,0.08025906622886081
0,0.45589764811257427
0,0.6138487672398056
0,0.4335986269348853
1,0.6675871205792839
1,0.7082133263386315
1,0.753522071872155
0,0.05201781623562875
0,0.476409103382326
0,0.6284763443207448
1,0.4092530739332922
0,0.42508308329857736
0,0.571364231255448
0,0.05448878294780096
1,0.648702015522359
1,0.5193419617643753
0,0.2978114841659879
0,0.5797777172604515
0,0.005400431577571594
0,0.39441712082773606
0,0.0008494911317965835
0,0.2311407485806535
0,0.36203003840123954
1,0.7123216376541076
0,0.6410954243214966
0,0.23283337779489702
1,0.46864292840579513
0,0.021662620959658554
0,0.011420849005352727
0,0.11974632700721695
0,0.03640623940962904
0,0.32044142682821736
0,0.6396173991057378
1,0.6833028906196347
0,0.5534639429965553
0,0.03784915869690341
0,0.01492688178899574
0,0.42476501388357485
0,0.11840915508432649
0,0.5966116787599544
0,0.10680510534992851
0,0.27188082697252564
1,0.560303435221522
1,0.7915933086355057
0,0.6193779461480265
0,0.5542145637148049
0,0.11977008707061422
1,0.6451677933904841
1,0.6488459225782774
1,0.7302821430975308
0,0.6690168130960223
0,0.02775932755643004
0,0.046110734400791935
1,0.7081771767243606
0,0.020419021450218323
0,0.350018114290058
0,0.07268684096188284
0,0.46382638055461156
0,0.056874092319170136
1,0.42838099230283944
1,0.21438017759742142
1,0.22334539638074757
0,0.4073801802862531
1,0.8219896415733442
1,0.7493886530507669
0,0.16805888577082884
1,0.7778094300215804
0,0.44638921789252
1,0.7794444606219081
0,0.6172788904113635
1,0.2793920496945182
0,0.7218692904605208
0,0.5617498265682327
1,0.6271964712860636
1,0.6008717833578207
0,0.48941237268229437
0,0.11899526329443055
0,0.391931251240483
1,0.5433037658225466
1,0.6808463392585008
0,0.7702923422365268
0,0.08990664619939517
1,0.6348489347098815
0,0.4580937640763923
0,0.49613067102339586
0,0.6364847102426069
0,0.07551492358617533
0,0.2660088726585653
1,0.5663370982398037
1,0.1762412062475218
0,0.0578737432372622
0,0.1657794877573354
1,0.5132175524101134
0,0.6355031422081764
1,0.5937214303965234
1,0.6706648496407722
1,0.6727184808138995
1,0.715837608173731
0,0.450275836917099
0,0.5948008076423794
0,0.35563456387330356
0,0.5998700436482847
1,0.5165422525463711
0,0.7419283028021675
0,0.02771193685987172
0,0.053606378130786024
0,0.029674496770912436
0,0.04832640443714778
1,0.7742094927195917
1,0.6924583532849247
0,0.08555307994167526
0,0.7682994004992004
1,0.550461111202461
0,0.7756363583029507
1,0.7642454588571921
1,0.6780858744375629
0,0.43350813097812396
0,0.5732698247188748
0,0.09461091648116814
0,0.012554539239514509
0,0.01248047878299536
1,0.7569157376557435
0,0.003184259721221882
0,0.2755158931079818
0,0.5145796151523385
0,0.24760214658608626
0,0.17516728032065967
0,0.10035283671663504
1,0.7146763997281735
0,0.5228872390987459
0,0.6753890606901826
0,0.09943858430771498
0,0.1558910522520871
0,0.5172243824690257
0,0.3439598051129693
1,0.7295000860180778
0,0.30111535571426606
1,0.5346473967465231
1,0.735118612805413
1,0.7726036884391076
1,0.6190869960966
0,0.7781448549745376
0,0.0013806854643654157
0,0.5763229117489914
0,0.6566468103014017
0,0.6159923604331395
0,0.6593017557783929
0,0.1752836913326616
1,0.3232513290289433
0,0.30883103431565295
0,0.06983683892241044
0,0.42682535162000745
1,0.5112088037719196
0,0.7058589288298323
1,0.6530439330342422
0,0.5387381539199413
0,0.2720121231142306
0,0.03211007174775533
1,0.7647132916000797
0,0.8341792506452392
1,0.7387392616382208
0,0.7764129769245026
0,0.02148172737280117
0,0.002645040412990116
1,0.6449297047380775
1,0.6545196743071806
0,0.14365699441694627
1,0.6475497210753521
0,0.12578494759047376
0,0.8193853993270781
0,0.49554945876054524
0,0.1893084987777291
0,0.6148020002209196
0,0.4326491449506202
0,0.7880639908786794
1,0.7467871522496966
1,0.8530622520452933
0,0.08379920827711086
0,0.26818520322906275
1,0.20184037129310073
0,0.2220155225661025
0,0.25485944156938434
1,0.42584680500832667
0,0.1066456430248799
0,0.15423794465264634
0,0.2565378844779087
0,0.5783145588956624
1,0.8866492866089181
0,0.7605716048689354
0,0.5627220883428392
0,0.10065790473249199
1,0.524995119176655
1,0.5880305373630226
0,0.6039804589061434
1,0.679602992050555
1,0.7349620231177447
0,0.29193417566932145
