CustomerID,total_lifetime_orders,total_spent,total_items_bought,average_order_value,days_since_last_order,average_days_between_orders,Churn,Churn_Probability
15435.0,1,149.29,54,149.29,21,0.0,0,0.7781448549745376
16412.0,1,151.83,73,151.83,53,0.0,0,0.7779206032383099
15610.0,1,112.46,66,112.46,51,0.0,0,0.7774768131844916
13188.0,1,114.6,25,114.6,10,0.0,0,0.7765227376091423
16959.0,1,117.35,49,117.35,86,0.0,0,0.7764129769245026
17942.0,1,77.50000000000001,38,77.50000000000001,7,0.0,0,0.7759250979425854
17836.0,1,110.21,88,110.21,46,0.0,0,0.7756363583029507
13638.0,1,122.64,93,122.64,15,0.0,0,0.7756261910303865
12445.0,1,133.4,62,133.4,21,0.0,0,0.7749997624617493
16847.0,1,193.44,78,193.44,42,0.0,0,0.7745469214567732
15335.0,1,173.97,80,173.97,53,0.0,0,0.7744415556987276
15463.0,1,126.14,106,126.14,28,0.0,0,0.7740046273533973
17628.0,1,75.75,79,75.75,80,0.0,0,0.7733648251595601
14950.0,1,371.2,136,371.2,18,0.0,0,0.7732156647919386
17785.0,1,131.94,67,131.94,52,0.0,0,0.7731597381996121
17297.0,1,131.78,67,131.78,16,0.0,0,0.7731597381996121
13877.0,1,117.24,108,117.24,85,0.0,0,0.7730083452510402
16171.0,1,73.2,24,73.2,58,0.0,0,0.7725785703722073
18255.0,1,103.3,74,103.3,88,0.0,0,0.7724327948512886
16569.0,1,124.2,93,124.2,2,0.0,0,0.7721482735008374
12789.0,1,91.85,4,91.85,64,0.0,0,0.7719298969142929
12618.0,1,177.31,96,177.31,21,0.0,0,0.7717681324208552
15888.0,1,168.31,76,168.31,80,0.0,0,0.7716696832805683
16177.0,1,331.95,95,331.95,49,0.0,0,0.7703000884473539
17680.0,1,184.4,96,184.4,23,0.0,0,0.7702923422365268
12984.0,1,97.5,26,97.5,18,0.0,0,0.7701119635433006
15748.0,1,149.31,51,149.31,39,0.0,0,0.7700908678138911
14174.0,1,134.46,94,134.46,32,0.0,0,0.7699321398826011
18126.0,1,206.83,144,206.83,60,0.0,0,0.7696574694226557
14968.0,1,147.59,127,147.59,29,0.0,0,0.7695389256209738
15992.0,1,41.99,17,41.99,3,0.0,0,0.7695060209403415
14642.0,1,96.12,76,96.12,58,0.0,0,0.7693115426567418
15659.0,1,306.45,111,306.45,43,0.0,0,0.7692435177387202
18274.0,1,175.92,88,175.92,29,0.0,0,0.7685250253716681
16594.0,1,181.09,64,181.09,74,0.0,0,0.7682994004992004
14219.0,1,89.94,78,89.94,3,0.0,0,0.7677488568939027
13193.0,1,117.88,50,117.88,60,0.0,0,0.7677397391430353
15904.0,1,164.68,84,164.68,7,0.0,0,0.767149757098337
12659.0,1,91.68,105,91.68,29,0.0,0,0.7667396391732507
14485.0,1,165.75,71,165.75,38,0.0,0,0.7665646790113915
15836.0,1,137.37,26,137.37,49,0.0,0,0.7656426983298507
13866.0,1,145.67000000000002,57,145.67000000000002,73,0.0,0,0.7651205774081886
12587.0,1,144.0,51,144.0,7,0.0,0,0.7650231076272833
13598.0,1,180.17,58,180.17,46,0.0,0,0.7648948509055279
13127.0,1,259.17,127,259.17,77,0.0,0,0.7644204876945615
18058.0,1,170.16,88,170.16,9,0.0,0,0.7643003959219264
14295.0,1,166.20000000000002,84,166.20000000000002,39,0.0,0,0.7642908492653743
14641.0,1,110.46,90,110.46,21,0.0,0,0.7633703003616528
14494.0,1,139.56,92,139.56,25,0.0,0,0.7633541051644673
17219.0,1,114.23,89,114.23,31,0.0,0,0.7633072595085788
16106.0,1,108.38,74,108.38,65,0.0,0,0.7628427862042682
18045.0,1,189.4,142,189.4,44,0.0,0,0.762715406861321
14582.0,1,114.11,73,114.11,40,0.0,0,0.7625249140720155
13938.0,1,71.66,70,71.66,34,0.0,0,0.7622519962525756
16406.0,1,163.07,122,163.07,18,0.0,0,0.7615878257163121
13348.0,1,233.76,136,233.76,63,0.0,0,0.7605716048689354
16680.0,1,183.7,94,183.7,42,0.0,0,0.7602923422365268
16433.0,1,184.26,106,184.26,27,0.0,0,0.7597697383851855
15343.0,1,364.5,84,364.5,86,0.0,0,0.7597557148401113
13298.0,1,360.0,96,360.0,0,0.0,0,0.7597557148401113
15774.0,1,270.8,87,270.8,68,0.0,0,0.7594985496526968
16451.0,1,266.97,120,266.97,87,0.0,0,0.7584624491759118
16445.0,1,230.51,111,230.51,33,0.0,0,0.7581652257199027
12660.0,1,245.1,127,245.1,10,0.0,0,0.7572610494685051
13886.0,1,243.56,126,243.56,70,0.0,0,0.7571817140416107
13560.0,1,174.37,64,174.37,6,0.0,0,0.7571592376825944
18278.0,1,173.9,66,173.9,73,0.0,0,0.7567201483407294
15017.0,1,125.58,63,125.58,33,0.0,0,0.7563561877330665
17206.0,1,204.24,76,204.24,52,0.0,0,0.7563232690943309
18088.0,1,167.67000000000002,109,167.67000000000002,60,0.0,0,0.7562930747241299
12532.0,1,349.83000000000004,153,349.83000000000004,29,0.0,0,0.7554971842461644
16601.0,1,244.8,134,244.8,40,0.0,0,0.7550520168250899
14480.0,1,279.05,143,279.05,10,0.0,0,0.7550443822315774
14054.0,1,92.46,62,92.46,64,0.0,0,0.754764131235423
13160.0,1,91.8,56,91.8,21,0.0,0,0.7545103526007731
13061.0,1,248.61,107,248.61,71,0.0,0,0.7530068239839827
16914.0,1,208.46,121,208.46,35,0.0,0,0.7529720137689302
12953.0,1,329.85,84,329.85,9,0.0,0,0.7521654426963829
14863.0,1,266.76,132,266.76,28,0.0,0,0.7518698907768604
13259.0,1,292.32,132,292.32,61,0.0,0,0.7514588155200141
15154.0,1,296.42,104,296.42,74,0.0,0,0.7512412237142001
15348.0,1,158.04,84,158.04,71,0.0,0,0.7499563584019782
16956.0,1,308.74,114,308.74,17,0.0,0,0.7498699231490303
17286.0,1,153.92,118,153.92,21,0.0,0,0.7492468461410045
12544.0,1,372.7,136,372.7,35,0.0,0,0.7485345099881328
14073.0,1,151.04,130,151.04,31,0.0,0,0.7477084251928161
12923.0,1,176.97,69,176.97,63,0.0,0,0.7474492062149838
17222.0,1,354.15,128,354.15,64,0.0,0,0.7473581333040094
15634.0,1,243.55,99,243.55,16,0.0,0,0.746775608546009
17767.0,1,271.2,128,271.2,14,0.0,0,0.7465395671419273
16430.0,1,300.85,103,300.85,56,0.0,0,0.74636686913557
14204.0,1,161.03,82,161.03,1,0.0,0,0.7463535117623933
16215.0,1,242.35,104,242.35,80,0.0,0,0.7458243810503457
16971.0,1,357.21,72,357.21,37,0.0,0,0.7457935786039174
13351.0,1,373.94,117,373.94,65,0.0,0,0.7453813665895279
15692.0,1,191.04,138,191.04,27,0.0,0,0.7453811528738976
15432.0,1,171.19,65,171.19,22,0.0,0,0.7450534646982533
14027.0,1,104.82,62,104.82,60,0.0,0,0.7449981760065049
13103.0,1,243.94,82,243.94,39,0.0,0,0.7448608713651969
18249.0,1,95.34,128,95.34,16,0.0,0,0.7447779364051692
12586.0,1,196.94000000000003,79,196.94000000000003,16,0.0,0,0.74379215805999
12920.0,1,164.23,129,164.23,16,0.0,0,0.7437071425713725
16527.0,1,228.06,106,228.06,80,0.0,0,0.7436583180633718
18110.0,1,236.3,86,236.3,19,0.0,0,0.7433637474176352
17506.0,1,302.2,139,302.2,75,0.0,0,0.7428185167267897
14569.0,1,227.39,79,227.39,0,0.0,0,0.7426948083782229
14362.0,1,161.2,100,161.2,21,0.0,0,0.7423081116799171
14908.0,1,277.8,132,277.8,73,0.0,0,0.7422303165633393
14537.0,1,355.56,120,355.56,57,0.0,0,0.7419283028021675
14652.0,1,114.18,53,114.18,76,0.0,0,0.74185912934672
14861.0,1,125.79,117,125.79,51,0.0,0,0.7415963022897407
14793.0,1,228.99,91,228.99,20,0.0,0,0.7415621478659129
16413.0,1,262.2,148,262.2,56,0.0,0,0.7413204029254595
12531.0,1,125.22,45,125.22,14,0.0,0,0.7412081608755333
14804.0,1,353.27,121,353.27,8,0.0,0,0.7410163969525239
16198.0,1,400.681,129,400.681,74,0.0,0,0.7406899540025538
17081.0,2,290.16,78,145.08,24,20.0,0,0.7406854626390098
18215.0,1,299.34000000000003,118,299.34000000000003,88,0.0,0,0.7401813141168274
13522.0,1,125.8,44,125.8,29,0.0,0,0.7398855651824134
13436.0,1,196.89,76,196.89,1,0.0,0,0.7398216059640987
12430.0,1,256.4,117,256.4,42,0.0,0,0.7397007953276616
14946.0,1,100.9,22,100.9,13,0.0,0,0.7393603115316574
18169.0,1,202.65,61,202.65,60,0.0,0,0.7393575782078124
17233.0,1,190.88,131,190.88,34,0.0,0,0.7389460830185116
16363.0,1,109.36,52,109.36,52,0.0,0,0.73735654125305
16932.0,1,161.94,87,161.94,52,0.0,0,0.7372483294058852
18277.0,1,110.38,68,110.38,57,0.0,0,0.7370835564310287
13992.0,1,76.8,64,76.8,29,0.0,0,0.7370417619131763
13322.0,1,199.48,117,199.48,16,0.0,0,0.7363193765704366
17904.0,1,191.67,63,191.67,20,0.0,0,0.736202111531699
18014.0,1,166.42,68,166.42,27,0.0,0,0.7355612070255602
14345.0,1,108.98,50,108.98,38,0.0,0,0.7341230143183262
12966.0,1,160.18,75,160.18,9,0.0,0,0.7335918422598497
15612.0,2,195.15,52,97.575,35,25.0,0,0.7333767939618236
18174.0,1,104.0,50,104.0,6,0.0,0,0.7328600121993436
18181.0,1,382.8,146,382.8,23,0.0,0,0.7328053024463043
15168.0,1,106.56,52,106.56,25,0.0,0,0.7325765825484731
13690.0,1,172.25,67,172.25,58,0.0,0,0.7320459976425717
14300.0,1,43.2,32,43.2,18,0.0,0,0.7319903223037852
17852.0,2,114.34,53,57.17,11,0.0,0,0.7318090236949754
17010.0,1,195.36,118,195.36,17,0.0,0,0.7291125333593216
17247.0,1,282.19,106,282.19,14,0.0,0,0.7290063059823997
13403.0,1,75.0,44,75.0,17,0.0,0,0.7288249764611353
16104.0,1,302.36,123,302.36,61,0.0,0,0.7282382494021022
17344.0,1,160.57,66,160.57,45,0.0,0,0.7276962964252628
13177.0,1,282.45,91,282.45,64,0.0,0,0.7269101357849408
16793.0,1,243.84,146,243.84,56,0.0,0,0.7268638646514373
16784.0,1,107.6,24,107.6,19,0.0,0,0.7265817068164925
13947.0,1,90.6,44,90.6,64,0.0,0,0.7264935694497935
12512.0,2,138.03,99,69.015,65,0.0,0,0.7247605710742576
13519.0,1,122.75,23,122.75,77,0.0,0,0.7245181420312018
14789.0,1,197.64,116,197.64,28,0.0,0,0.7237024349745864
16542.0,1,119.62,46,119.62,53,0.0,0,0.7235342517034318
17079.0,1,118.8,24,118.8,77,0.0,0,0.7233291885886659
16211.0,1,547.02,154,547.02,88,0.0,0,0.7232407654674095
14452.0,2,264.44,119,132.22,10,83.0,0,0.7227652963322189
15593.0,1,199.8,60,199.8,70,0.0,0,0.721953197877259
18005.0,2,249.72,93,124.86,3,43.0,0,0.7218692904605208
17684.0,1,239.41,145,239.41,43,0.0,0,0.7213725433748158
14052.0,1,225.36,89,225.36,19,0.0,0,0.7204580617251388
12756.0,1,112.07999999999998,144,112.07999999999998,86,0.0,0,0.7188904119817785
14474.0,1,547.66,140,547.66,45,0.0,0,0.7182063383662397
15469.0,2,538.55,153,269.275,49,69.0,0,0.7177798616550255
15853.0,1,110.8,135,110.8,51,0.0,0,0.7158764302390204
17279.0,1,187.83,48,187.83,57,0.0,0,0.7149449789812047
13142.0,1,307.09,258,307.09,18,0.0,0,0.7137449018555805
17403.0,1,281.62,117,281.62,35,0.0,0,0.7133182069696359
14974.0,1,114.39,44,114.39,36,0.0,0,0.7131479516618014
14089.0,1,161.0,134,161.0,56,0.0,0,0.7130633971515672
17600.0,1,161.67000000000002,144,161.67000000000002,17,0.0,0,0.7126456343944598
18105.0,1,113.48000000000002,46,113.48000000000002,37,0.0,0,0.7117472393945015
15193.0,1,499.32,144,499.32,60,0.0,0,0.7116979184603435
17901.0,1,110.38,24,110.38,28,0.0,0,0.7101234367700303
15385.0,1,316.88,161,316.88,39,0.0,0,0.7096780394950413
17668.0,2,347.75,93,173.875,0,36.0,0,0.7094669041070056
13806.0,1,256.38,56,256.38,63,0.0,0,0.7071032600964108
15598.0,1,240.68,160,240.68,52,0.0,0,0.7069229419844473
12703.0,1,283.55,164,283.55,70,0.0,0,0.7058589288298323
16479.0,2,300.83,102,150.415,9,0.0,0,0.7056662556988539
17237.0,2,314.69,105,157.345,10,11.0,0,0.7048853053540003
13260.0,1,557.62,142,557.62,60,0.0,0,0.7041425885179491
16123.0,1,307.78,170,307.78,51,0.0,0,0.7040559184003841
14951.0,1,311.69,311,311.69,78,0.0,0,0.7036947696663326
16528.0,1,244.41,171,244.41,3,0.0,0,0.7034921985392644
15345.0,1,393.54,81,393.54,45,0.0,0,0.7025172650511695
15844.0,1,130.73999999999998,134,130.73999999999998,45,0.0,0,0.7024343779566772
15286.0,1,240.55,55,240.55,49,0.0,0,0.7000587430195755
12884.0,1,309.05,43,309.05,87,0.0,0,0.6997546652796278
17895.0,1,98.0,130,98.0,43,0.0,0,0.6987929375308964
16732.0,1,603.75,317,603.75,31,0.0,0,0.6986598967958212
16183.0,1,338.71000000000004,113,338.71000000000004,66,0.0,0,0.6985066278484118
16207.0,1,394.38,140,394.38,24,0.0,0,0.6980760541299644
16366.0,1,327.3,256,327.3,18,0.0,0,0.697380233327214
17163.0,2,293.1,66,146.55,21,56.0,0,0.696829414185099
14424.0,1,322.08,48,322.08,17,0.0,0,0.6966536522556394
17510.0,1,308.48,214,308.48,24,0.0,0,0.6965515299285877
17330.0,2,363.9,120,181.95,22,44.0,0,0.6958834909304934
13017.0,1,204.0,48,204.0,6,0.0,0,0.6955537380013788
17772.0,2,182.77,58,91.385,10,0.0,0,0.6948783928038381
18030.0,2,230.65,67,115.325,3,38.0,0,0.6946158130167752
13272.0,2,276.56,96,138.28,30,58.0,0,0.6946090279083151
17603.0,1,394.72,74,394.72,77,0.0,0,0.6932440690857814
16936.0,1,262.68,173,262.68,25,0.0,0,0.6929150801790516
13390.0,1,544.08,224,544.08,74,0.0,0,0.692321639928296
12650.0,1,314.44,254,314.44,2,0.0,0,0.6919835642984602
17737.0,2,168.24,108,84.12,8,49.0,0,0.6908042138442566
12812.0,1,229.64,164,229.64,44,0.0,0,0.6903669206411277
15619.0,1,336.40000000000003,136,336.40000000000003,10,0.0,0,0.6897956258898167
14929.0,1,223.88,136,223.88,31,0.0,0,0.6896491811805481
16830.0,1,325.91,264,325.91,38,0.0,0,0.6890208304301282
14954.0,1,336.17,127,336.17,11,0.0,0,0.6889565007223635
14753.0,1,563.15,211,563.15,86,0.0,0,0.6885944046567575
15886.0,1,181.09,147,181.09,59,0.0,0,0.6870654498603477
18053.0,1,300.02,302,300.02,70,0.0,0,0.6863266828039778
14184.0,1,452.89,127,452.89,66,0.0,0,0.6862002872717686
13897.0,1,311.16,200,311.16,49,0.0,0,0.6856550333160675
14967.0,1,463.8,140,463.8,49,0.0,0,0.6854808520862368
16213.0,1,159.0,48,159.0,78,0.0,0,0.6841404689379743
15637.0,1,223.36,128,223.36,52,0.0,0,0.6835910088244697
12938.0,1,114.14,140,114.14,25,0.0,0,0.6829221365446959
14108.0,2,597.91,381,298.955,30,70.0,0,0.6826438758464655
15720.0,1,598.73,281,598.73,23,0.0,0,0.6825022494402657
15597.0,1,324.57,279,324.57,34,0.0,0,0.6824450018141526
14757.0,1,420.5,160,420.5,74,0.0,0,0.6821668654129973
15000.0,1,490.52,218,490.52,47,0.0,0,0.6818177404089308
14357.0,1,225.77,148,225.77,42,0.0,0,0.6817231827523281
15475.0,1,454.11,319,454.11,76,0.0,0,0.6816379739429924
17458.0,1,316.5,170,316.5,14,0.0,0,0.6808077261065024
15766.0,1,315.06,170,315.06,63,0.0,0,0.6808077261065024
15097.0,1,248.08,170,248.08,3,0.0,0,0.6802093227934152
15758.0,1,205.25,47,205.25,24,0.0,0,0.6795953694094122
13853.0,1,1090.14,312,1090.14,56,0.0,0,0.6795647221554155
17791.0,1,106.1,46,106.1,29,0.0,0,0.6790348609180064
17119.0,2,606.91,334,303.455,2,56.0,0,0.6788683073098218
16627.0,1,322.8,162,322.8,78,0.0,0,0.6786082407086752
15466.0,1,334.53,246,334.53,84,0.0,0,0.6782160040130052
15667.0,1,301.32,240,301.32,39,0.0,0,0.6781309943983874
15645.0,1,612.01,256,612.01,18,0.0,0,0.6771374512659142
12556.0,2,603.71,358,301.855,49,100.0,0,0.6763491506052032
17433.0,1,303.16,185,303.16,87,0.0,0,0.6756770056332847
15127.0,1,406.53,251,406.53,65,0.0,0,0.6753890606901826
14284.0,2,595.25,161,297.625,30,55.0,0,0.6749481576871106
17561.0,1,167.62,146,167.62,18,0.0,0,0.6739784124900068
16345.0,1,575.41,289,575.41,43,0.0,0,0.6736222428663592
17022.0,1,71.0,108,71.0,30,0.0,0,0.6735358538962433
15557.0,1,473.65,219,473.65,28,0.0,0,0.6731393875443659
16978.0,1,344.33,166,344.33,77,0.0,0,0.6730369562645557
15523.0,1,412.0100000000001,132,412.0100000000001,83,0.0,0,0.6726565113501165
17538.0,1,98.42,134,98.42,25,0.0,0,0.6720238434747102
16803.0,1,332.3,245,332.3,64,0.0,0,0.6710458403514253
12391.0,1,460.89,300,460.89,21,0.0,0,0.670964421421992
14902.0,1,332.66,218,332.66,25,0.0,0,0.6709166876706513
12491.0,1,460.4,260,460.4,38,0.0,0,0.6706645856972453
15043.0,1,537.0,300,537.0,30,0.0,0,0.6698600254961614
15740.0,1,154.88,152,154.88,48,0.0,0,0.6696765614437473
13670.0,1,349.7,282,349.7,74,0.0,0,0.6691766716326195
16846.0,1,214.32,135,214.32,49,0.0,0,0.6690604165847103
15725.0,1,415.25,221,415.25,14,0.0,0,0.6690168130960223
15153.0,1,329.25,198,329.25,30,0.0,0,0.668852072801245
18216.0,1,481.75,200,481.75,30,0.0,0,0.66868309580287
15471.0,1,469.48,266,469.48,1,0.0,0,0.6682754527991668
16737.0,1,417.6,288,417.6,52,0.0,0,0.6681966680328817
13927.0,1,348.99,214,348.99,74,0.0,0,0.6677969341820992
13146.0,1,228.91,154,228.91,25,0.0,0,0.6668553831233217
18205.0,2,517.36,192,258.68,35,38.0,0,0.6668125548019429
17030.0,1,146.87,146,146.87,63,0.0,0,0.6665657509490649
15355.0,2,277.05,45,138.525,28,23.0,0,0.6662503363764606
17650.0,1,166.08,150,166.08,20,0.0,0,0.6652309560904754
13974.0,1,413.59,249,413.59,48,0.0,0,0.6651659521980161
15573.0,2,607.45,363,303.725,31,53.0,0,0.664603877988629
15096.0,1,219.39,120,219.39,42,0.0,0,0.6637707952648381
16204.0,1,405.71,231,405.71,22,0.0,0,0.6634054740648702
16796.0,1,305.62,186,305.62,88,0.0,0,0.6632106097720448
15526.0,2,148.44,24,74.22,32,0.0,0,0.662639048779667
14703.0,1,318.17,183,318.17,14,0.0,0,0.6622874581513766
18184.0,1,49.8,60,49.8,14,0.0,0,0.6621899834459785
17153.0,1,213.78,104,213.78,23,0.0,0,0.6620170925885607
15803.0,1,415.8200000000001,290,415.8200000000001,50,0.0,0,0.6619540381338367
15010.0,1,308.94,184,308.94,35,0.0,0,0.6615885018263988
17052.0,1,413.75,261,413.75,27,0.0,0,0.6615404178502416
16052.0,1,362.06,282,362.06,53,0.0,0,0.6610524868764277
12617.0,1,355.53,213,355.53,28,0.0,0,0.6608061937405145
17468.0,2,137.0,116,68.5,9,4.0,0,0.6604700807649182
14317.0,1,508.58,255,508.58,64,0.0,0,0.660188974484409
17712.0,1,522.91,215,522.91,44,0.0,0,0.6595843786413917
16485.0,1,363.65,235,363.65,76,0.0,0,0.6593017557783929
16595.0,1,360.16,335,360.16,60,0.0,0,0.6592232821977961
16318.0,1,328.15,199,328.15,34,0.0,0,0.6591048071025907
13801.0,1,324.8,168,324.8,66,0.0,0,0.6587429671306384
17513.0,1,513.2,254,513.2,71,0.0,0,0.6574535336813956
12420.0,1,600.39,345,600.39,63,0.0,0,0.6574297232814744
14528.0,1,364.22,278,364.22,36,0.0,0,0.657381620705095
12987.0,2,558.7,219,279.35,73,124.0,0,0.6566468103014017
13276.0,2,590.9300000000001,161,295.46500000000003,63,36.0,0,0.6564741860752891
17911.0,1,366.23,223,366.23,8,0.0,0,0.6558063489260896
13532.0,1,210.31,129,210.31,33,0.0,0,0.6552720683153701
13926.0,1,223.85,104,223.85,22,0.0,0,0.655131964031088
13449.0,1,291.88,222,291.88,23,0.0,0,0.6550032261134288
14484.0,1,321.92,210,321.92,49,0.0,0,0.6546535062317824
16423.0,1,346.12,230,346.12,24,0.0,0,0.6543469907243471
16878.0,1,13.3,12,13.3,83,0.0,0,0.6542034341065879
15300.0,1,496.44,292,496.44,63,0.0,0,0.6539890503216251
16648.0,1,290.66,281,290.66,42,0.0,0,0.6533022060778115
15790.0,1,220.85,114,220.85,9,0.0,0,0.6529070145960988
17637.0,2,547.0600000000001,280,273.53000000000003,30,83.0,0,0.6528318780831528
15148.0,1,301.29,187,301.29,10,0.0,0,0.6523944508498185
16591.0,1,213.5,41,213.5,68,0.0,0,0.652137979614106
17125.0,1,259.35,291,259.35,49,0.0,0,0.6521110239542138
16432.0,1,287.4,276,287.4,63,0.0,0,0.6517976269514049
13721.0,1,524.14,316,524.14,35,0.0,0,0.6512292736465882
13372.0,1,378.64,159,378.64,89,0.0,0,0.6509273314573812
15975.0,1,371.01,243,371.01,83,0.0,0,0.6505306895460246
13844.0,1,361.62,196,361.62,10,0.0,0,0.6503839265127996
15857.0,1,297.0,308,297.0,18,0.0,0,0.6500526600652382
15243.0,1,316.68,185,316.68,73,0.0,0,0.649794399003093
17534.0,1,223.36,103,223.36,53,0.0,0,0.6495774765431495
12538.0,1,363.95,191,363.95,28,0.0,0,0.6488459225782774
14080.0,1,45.6,48,45.6,32,0.0,0,0.6487993952137194
17896.0,1,256.32,288,256.32,22,0.0,0,0.6484446903746857
14381.0,1,202.68,146,202.68,51,0.0,0,0.6480188621111113
12375.0,2,457.5,178,228.75,10,87.0,0,0.647158464836738
16602.0,1,528.08,336,528.08,35,0.0,0,0.6470458725312799
16758.0,1,369.34,203,369.34,64,0.0,0,0.6469747674155599
16903.0,1,373.24,262,373.24,28,0.0,0,0.6467376200866866
15006.0,1,502.09,302,502.09,50,0.0,0,0.6464347914084998
15830.0,1,576.0,415,576.0,37,0.0,0,0.6463064374982936
14508.0,2,276.42,131,138.21,21,67.0,0,0.6461699632612303
14675.0,1,604.75,341,604.75,15,0.0,0,0.6459473153674739
17623.0,1,527.0500000000001,265,527.0500000000001,32,0.0,0,0.6452473120489407
13228.0,1,358.0,200,358.0,80,0.0,0,0.6452071129548139
16589.0,3,459.24,368,153.08,70,45.0,0,0.6449676331231402
17793.0,1,323.04,232,323.04,24,0.0,0,0.6446708352576266
15930.0,1,426.63,139,426.63,66,0.0,0,0.6443811980721188
16720.0,1,155.24,182,155.24,25,0.0,0,0.6442625238820702
14799.0,1,157.7,146,157.7,50,0.0,0,0.6441860781805606
13170.0,1,116.01,147,116.01,26,0.0,0,0.6438037485322234
15417.0,1,508.8,284,508.8,84,0.0,0,0.6435877475058702
15327.0,1,208.75,116,208.75,52,0.0,0,0.6430884993297599
15099.0,1,410.48,343,410.48,83,0.0,0,0.6422379161960948
18261.0,2,324.24,146,162.12,42,52.0,0,0.6420711587527843
16836.0,2,251.87,165,125.935,39,76.0,0,0.6420222710655517
14881.0,1,255.4,316,255.4,19,0.0,0,0.6416390352103731
16313.0,2,274.15000000000003,165,137.07500000000002,2,46.0,0,0.6413506251328045
15539.0,1,538.46,410,538.46,6,0.0,0,0.6411217941382048
14029.0,2,467.66,198,233.83,62,80.0,0,0.6410954243214966
16311.0,2,616.26,394,308.13,17,31.0,0,0.6399627370443605
16895.0,1,219.14,102,219.14,64,0.0,0,0.639833362256053
16555.0,2,285.89,175,142.945,34,74.0,0,0.6396559612517947
15900.0,1,351.11,221,351.11,23,0.0,0,0.6396498475798105
12498.0,3,403.7000000000001,159,134.5666666666667,20,18.0,0,0.6396173991057378
16179.0,1,215.83,99,215.83,60,0.0,0,0.6396165573325397
15275.0,1,615.14,498,615.14,37,0.0,0,0.6395652961790593
14953.0,1,289.82,225,289.82,24,0.0,0,0.6388633605164347
15520.0,1,343.5,314,343.5,1,0.0,0,0.6386976681687647
16535.0,1,593.75,356,593.75,4,0.0,0,0.6379818405941644
15947.0,1,1708.24,898,1708.24,82,0.0,0,0.6379311100222523
16561.0,2,511.12,244,255.56,5,54.0,0,0.6379204791432196
13858.0,1,216.17,75,216.17,56,0.0,0,0.6375828273291347
16026.0,1,236.09,243,236.09,42,0.0,0,0.6373584836800151
