CustomerID,total_lifetime_orders,total_spent,total_items_bought,average_order_value,days_since_last_order,average_days_between_orders,Churn
12569.0,32,4124.69,1801,128.8965625,1,8.064516129032258,0
12571.0,2,519.61,523,259.805,39,81.0,0
12572.0,2,1020.42,452,510.21,8,43.0,0
12573.0,1,160.54000000000002,84,160.54000000000002,226,0.0,1
12574.0,1,218.45,61,218.45,315,0.0,1
12576.0,5,1315.83,967,263.166,35,67.0,0
12577.0,3,657.8,472,219.26666666666665,34,161.5,0
12578.0,2,2794.51,1196,1397.255,20,308.0,0
12579.0,1,440.42,285,440.42,77,0.0,0
12580.0,1,415.7,238,415.7,246,0.0,1
12581.0,1,197.71,161,197.71,39,0.0,0
12582.0,2,511.36,300,255.68,238,49.0,1
12583.0,15,7281.38,5060,485.42533333333336,2,26.428571428571427,0
12584.0,9,2338.15,416,259.7944444444445,3,34.5,0
12585.0,2,2040.1,1279,1020.05,233,117.0,1
12586.0,1,196.94000000000003,79,196.94000000000003,16,0.0,0
12587.0,1,144.0,51,144.0,7,0.0,0
12588.0,1,214.89999999999998,53,214.89999999999998,38,0.0,0
12589.0,2,646.68,306,323.34,28,115.0,0
12590.0,2,9864.26,4283,4932.13,210,0.0,1
12591.0,1,452.84999999999997,228,452.84999999999997,316,0.0,1
12592.0,2,437.6,290,218.8,91,121.0,1
12593.0,3,418.09999999999997,206,139.36666666666665,108,55.0,1
12594.0,10,3338.2200000000003,1777,333.822,37,31.666666666666668,0
12596.0,2,618.27,474,309.135,50,190.0,0
12597.0,4,3811.22,2236,952.805,18,82.66666666666667,0
12598.0,8,3023.08,1964,377.885,9,39.285714285714285,0
12599.0,7,1032.58,956,147.51142857142855,28,45.833333333333336,0
12600.0,10,2599.04,774,259.904,28,38.0,0
12601.0,5,577.0600000000001,245,115.412,189,35.5,1
12602.0,1,153.12,162,153.12,58,0.0,0
12603.0,1,739.1999999999999,63,739.1999999999999,21,0.0,0
12604.0,2,254.18,201,127.09,78,182.0,0
12607.0,1,1579.51,1228,1579.51,59,0.0,0
12609.0,3,1126.85,648,375.6166666666666,77,120.0,0
12610.0,5,2099.54,1049,419.908,22,25.75,0
12611.0,1,1193.32,846,1193.32,51,0.0,0
12612.0,1,704.0400000000001,262,704.0400000000001,73,0.0,0
12613.0,5,3344.38,1644,668.876,56,51.0,0
12614.0,1,315.6,76,315.6,277,0.0,1
12615.0,4,2291.19,1376,572.7975,1,55.333333333333336,0
12616.0,2,713.3,284,356.65,94,202.0,1
12617.0,1,355.53,213,355.53,28,0.0,0
12618.0,1,177.31,96,177.31,21,0.0,0
12619.0,9,3641.24,3378,404.5822222222222,15,29.625,0
12620.0,3,1339.41,1181,446.47,14,94.5,0
12621.0,20,13689.67,7440,684.4835,1,19.157894736842106,0
12622.0,1,180.1,69,180.1,231,0.0,1
12623.0,1,305.1,191,305.1,275,0.0,1
12624.0,2,641.13,355,320.565,105,71.0,1
12625.0,2,2683.82,1612,1341.91,211,107.0,1
12626.0,9,6620.48,3453,735.6088888888888,22,37.875,0
12627.0,7,4478.53,2752,639.79,10,21.5,0
12628.0,3,786.46,448,262.15333333333336,3,30.0,0
12630.0,2,1270.88,548,635.44,9,34.0,0
12631.0,1,640.5,236,640.5,56,0.0,0
12633.0,4,2163.98,1162,540.995,58,76.33333333333333,0
12635.0,2,1689.18,1172,844.59,89,65.0,0
12637.0,8,6021.9,3002,752.7375,66,36.57142857142857,0
12638.0,1,671.69,577,671.69,32,0.0,0
12639.0,1,486.1,201,486.1,238,0.0,1
12640.0,3,1174.58,311,391.52666666666664,23,28.5,0
12641.0,1,185.9,72,185.9,114,0.0,1
12642.0,3,1013.26,552,337.75333333333333,24,41.0,0
12643.0,6,3344.64,1808,557.4399999999999,127,40.8,1
12644.0,1,477.91,325,477.91,129,0.0,1
12645.0,4,1775.18,1084,443.795,33,94.0,0
12646.0,2,1346.97,897,673.485,4,44.0,0
12647.0,12,3722.82,1431,310.235,21,31.454545454545453,0
12648.0,1,318.05,160,318.05,154,0.0,1
12649.0,3,623.51,586,207.83666666666667,106,52.5,1
12650.0,1,314.44,254,314.44,2,0.0,0
12651.0,1,114.0,78,114.0,334,0.0,1
12652.0,1,919.98,505,919.98,330,0.0,1
12653.0,2,2209.85,919,1104.925,148,147.0,1
12654.0,5,601.98,264,120.396,10,71.0,0
12656.0,5,4051.17,1723,810.234,16,54.0,0
12657.0,4,1643.18,1044,410.795,10,22.333333333333332,0
12658.0,1,686.05,320,686.05,18,0.0,0
12659.0,1,91.68,105,91.68,29,0.0,0
12660.0,1,245.1,127,245.1,10,0.0,0
12662.0,11,3849.78,2058,349.98,0,37.2,0
12664.0,9,4881.88,1203,542.4311111111111,7,39.25,0
12665.0,1,63.0,37,63.0,324,0.0,1
12667.0,1,620.13,395,620.13,57,0.0,0
12668.0,4,3807.15,1634,951.7875,11,114.33333333333333,0
12669.0,3,2744.0299999999997,1115,914.6766666666666,150,52.5,1
12670.0,5,2996.05,1397,599.21,9,55.5,0
12672.0,1,225.89999999999998,78,225.89999999999998,329,0.0,1
12673.0,2,610.52,351,305.26,4,321.0,0
12674.0,4,1970.6,1133,492.65,38,56.333333333333336,0
12676.0,6,1331.39,670,221.89833333333334,24,57.2,0
12678.0,12,17628.46,10923,1469.0383333333332,41,28.272727272727273,0
12679.0,4,1113.02,554,278.255,58,75.0,0
12680.0,4,862.81,443,215.7025,0,37.333333333333336,0
12681.0,22,13787.54,7536,626.7063636363637,14,16.80952380952381,0
12682.0,31,12288.22,5575,396.3941935483871,3,12.233333333333333,0
12683.0,15,8476.57,4987,565.1046666666666,3,25.785714285714285,0
12684.0,7,2283.63,1985,326.23285714285714,7,34.166666666666664,0
12685.0,6,2863.08,1523,477.18,27,13.0,0
12686.0,1,89.14,107,89.14,371,0.0,1
12688.0,1,4873.8099999999995,3028,4873.8099999999995,113,0.0,1
12689.0,2,1247.61,628,623.805,25,101.0,0
12690.0,1,389.01,106,389.01,205,0.0,1
12691.0,6,1035.8,394,172.63333333333333,27,65.8,0
12693.0,4,855.91,255,213.9775,126,64.0,1
12694.0,2,869.67,509,434.835,69,112.0,0
12695.0,4,582.1,220,145.525,6,67.66666666666667,0
12697.0,3,957.59,508,319.19666666666666,28,70.0,0
12700.0,4,4939.99,2967,1234.9975,7,69.0,0
12701.0,2,797.71,678,398.855,79,162.0,0
12702.0,1,219.0,53,219.0,19,0.0,0
12703.0,1,283.55,164,283.55,70,0.0,0
12704.0,8,2340.84,1006,292.605,6,23.142857142857142,0
12705.0,9,6868.29,3997,763.1433333333333,14,42.625,0
12707.0,1,603.42,256,603.42,291,0.0,1
12708.0,10,2712.91,1307,271.291,29,37.55555555555556,0
12709.0,15,9736.52,3936,649.1013333333334,14,25.071428571428573,0
12710.0,3,1149.02,851,383.00666666666666,96,52.0,1
12712.0,13,4396.13,1062,338.1638461538462,28,28.5,0
12713.0,1,848.55,508,848.55,0,0.0,0
12714.0,5,4708.86,3069,941.7719999999999,8,71.25,0
12715.0,1,353.86,197,353.86,105,0.0,1
12716.0,2,1053.49,708,526.745,3,129.0,0
12717.0,2,1030.98,506,515.49,150,94.0,1
12718.0,1,238.25,203,238.25,70,0.0,0
12719.0,2,644.95,374,322.475,4,59.0,0
12720.0,25,5781.73,4672,231.26919999999998,2,15.25,0
12721.0,6,2656.13,1959,442.68833333333333,31,64.6,0
12722.0,4,997.63,566,249.4075,84,21.666666666666668,0
12723.0,5,725.07,434,145.014,3,15.25,0
12724.0,4,1031.41,445,257.8525,4,109.0,0
12725.0,1,427.8,164,427.8,370,0.0,1
12726.0,7,2609.1,3143,372.7285714285714,27,54.833333333333336,0
12727.0,7,3980.7,2098,568.6714285714286,10,51.5,0
12728.0,4,836.33,419,209.0825,70,87.0,0
12729.0,1,453.01,233,453.01,113,0.0,1
12731.0,12,18895.91,8437,1574.6591666666666,23,31.0,0
12732.0,1,236.26000000000002,111,236.26000000000002,179,0.0,1
12733.0,1,383.95,137,383.95,233,0.0,1
12734.0,1,110.39999999999999,88,110.39999999999999,352,0.0,1
12735.0,2,779.5699999999999,368,389.78499999999997,314,21.0,1
12736.0,1,234.0,173,234.0,332,0.0,1
12738.0,1,155.35,148,155.35,371,0.0,1
12739.0,2,1013.04,486,506.52,77,20.0,0
12740.0,1,427.6,342,427.6,63,0.0,0
12743.0,2,546.43,319,273.215,133,0.0,1
12744.0,7,21279.29,5241,3039.8985714285714,51,44.333333333333336,0
12747.0,11,4196.01,1275,381.4554545454546,1,36.6,0
12748.0,209,33719.73,25747,161.3384210526316,0,1.7884615384615385,0
12749.0,5,4090.88,1471,818.176,3,52.25,0
12750.0,1,275.88,137,275.88,128,0.0,1
12752.0,1,4366.78,2262,4366.78,80,0.0,0
12753.0,6,21429.39,11421,3571.565,22,67.8,0
12754.0,3,3010.74,6481,1003.5799999999999,235,36.0,1
12755.0,2,3811.95,1491,1905.975,280,85.0,1
12756.0,1,112.07999999999998,144,112.07999999999998,86,0.0,0
12757.0,13,7857.1,2402,604.3923076923077,15,16.25,0
12758.0,2,2791.59,2135,1395.795,116,159.0,1
12759.0,3,1531.44,902,510.48,51,111.5,0
12762.0,2,1898.52,1227,949.26,7,17.0,0
12763.0,2,494.08,316,247.04,137,230.0,1
12764.0,1,1693.88,386,1693.88,316,0.0,1
12766.0,7,6989.63,3646,998.5185714285715,3,60.333333333333336,0
12769.0,1,1143.6,356,1143.6,238,0.0,1
12770.0,1,1351.45,743,1351.45,210,0.0,1
12772.0,1,892.47,556,892.47,59,0.0,0
12775.0,5,1386.04,877,277.20799999999997,16,73.5,0
12778.0,6,822.23,825,137.03833333333333,19,58.4,0
12779.0,8,3981.36,2024,497.67,37,47.57142857142857,0
12781.0,2,826.74,671,413.37,63,221.0,0
12782.0,5,2330.92,1086,466.184,4,88.0,0
12783.0,6,2225.91,624,370.98499999999996,1,14.6,0
12784.0,2,574.42,300,287.21,8,6.0,0
12785.0,1,311.95,131,311.95,363,0.0,1
12787.0,3,463.66,261,154.55333333333334,9,91.0,0
12789.0,1,91.85,4,91.85,64,0.0,0
12790.0,1,324.92,166,324.92,191,0.0,1
12791.0,1,192.60000000000002,97,192.60000000000002,373,0.0,1
12792.0,1,400.53999999999996,217,400.53999999999996,256,0.0,1
12793.0,2,545.48,295,272.74,334,36.0,1
12794.0,2,860.41,592,430.205,52,45.0,0
12795.0,1,430.48,68,430.48,18,0.0,0
12797.0,1,254.03,118,254.03,365,0.0,1
12798.0,3,6977.04,5256,2325.68,9,80.0,0
12802.0,1,427.58,314,427.58,186,0.0,1
12808.0,3,483.65000000000003,188,161.21666666666667,36,165.5,0
12809.0,1,489.31,220,489.31,177,0.0,1
12811.0,3,514.85,230,171.61666666666667,260,11.5,1
12812.0,1,229.64000000000001,164,229.64000000000001,44,0.0,0
12814.0,1,125.92,49,125.92,101,0.0,1
12815.0,2,1063.46,379,531.73,147,50.0,1
12816.0,2,572.2,128,286.1,95,80.0,1
12817.0,1,166.04,53,166.04,280,0.0,1
12818.0,1,1542.08,929,1542.08,261,0.0,1
12820.0,4,942.34,722,235.585,2,107.66666666666667,0
12821.0,1,92.72,70,92.72,213,0.0,1
12822.0,2,948.88,550,474.44,70,16.0,0
12823.0,5,1759.5,230,351.9,74,55.25,0
12824.0,1,397.12,232,397.12,59,0.0,0
12826.0,7,1474.72,1058,210.67428571428573,2,60.333333333333336,0
12827.0,3,430.15000000000003,197,143.38333333333335,5,19.0,0
12828.0,6,1018.71,494,169.785,2,25.4,0
12829.0,2,293.0,376,146.5,336,23.0,1
12830.0,6,6814.64,9848,1135.7733333333333,37,26.8,0
12831.0,1,215.05,135,215.05,261,0.0,1
12832.0,2,383.03,195,191.515,31,65.0,0
12833.0,1,417.38,156,417.38,144,0.0,1
12834.0,1,312.38,110,312.38,282,0.0,1
12836.0,4,2612.86,1064,653.215,58,84.0,0
12837.0,1,134.1,24,134.1,172,0.0,1
12838.0,2,683.13,359,341.565,33,340.0,0
12839.0,14,5591.42,3807,399.38714285714286,2,28.0,0
12840.0,4,2726.77,1511,681.6925,143,27.333333333333332,1
12841.0,25,4022.35,2757,160.894,4,15.291666666666666,0
12842.0,2,1118.99,547,559.495,69,238.0,0
12843.0,8,1702.26,781,212.7825,65,28.285714285714285,0
12844.0,2,325.96000000000004,125,162.98000000000002,28,101.0,0
12845.0,4,354.09,204,88.5225,266,7.333333333333333,1
12847.0,1,871.54,909,871.54,21,0.0,0
12849.0,2,1050.8899999999999,623,525.4449999999999,30,237.0,0
12851.0,1,135.18,109,135.18,96,0.0,1
12852.0,1,311.55,149,311.55,294,0.0,1
12853.0,6,1957.1000000000001,800,326.18333333333334,134,36.2,1
12854.0,3,1324.5,627,441.5,78,119.5,0
12855.0,1,38.1,30,38.1,372,0.0,1
12856.0,6,2179.93,1079,363.32166666666666,7,11.0,0
12857.0,2,1106.4,343,553.2,210,91.0,1
12863.0,1,521.2,188,521.2,51,0.0,0
12864.0,1,147.12,216,147.12,137,0.0,1
12865.0,2,1568.23,925,784.115,25,97.0,0
12866.0,1,559.12,171,559.12,282,0.0,1
12867.0,7,4036.82,4298,576.6885714285714,25,55.5,0
12868.0,6,1607.0600000000002,928,267.84333333333336,185,37.4,1
12871.0,2,380.64,200,190.32,83,123.0,0
12872.0,2,599.97,319,299.985,326,38.0,1
12873.0,1,374.0,128,374.0,281,0.0,1
12875.0,2,343.2300000000001,2019,171.61500000000004,142,219.0,1
12876.0,2,2218.02,1941,1109.01,57,138.0,0
12877.0,12,1535.77,1178,127.98083333333334,3,32.18181818181818,0
12878.0,2,854.99,547,427.495,235,29.0,1
12879.0,3,573.22,370,191.07333333333335,44,23.5,0
12881.0,1,298.0,21,298.0,275,0.0,1
12882.0,2,1463.04,246,731.52,8,24.0,0
12883.0,4,703.47,196,175.8675,24,21.333333333333332,0
12884.0,1,309.05,43,309.05,87,0.0,0
12885.0,3,1175.22,655,391.74,62,30.0,0
12886.0,2,1378.4,770,689.2,67,151.0,0
12888.0,2,354.12,76,177.06,213,41.0,1
12890.0,1,380.46999999999997,259,380.46999999999997,23,0.0,0
12891.0,3,331.0,950,110.33333333333333,185,53.5,1
12893.0,1,188.14,96,188.14,30,0.0,0
12895.0,2,372.8,210,186.4,41,44.0,0
12897.0,2,216.5,110,108.25,204,97.0,1
12901.0,28,17654.54,23075,630.5192857142857,8,9.666666666666666,0
12902.0,1,138.68,66,138.68,264,0.0,1
12904.0,2,509.58,302,254.79,17,154.0,0
12906.0,5,2919.81,1749,583.962,11,16.5,0
12908.0,2,750.0,1200,375.0,175,136.0,1
12909.0,5,2178.67,1280,435.73400000000004,39,53.25,0
12910.0,8,3075.04,1692,384.38,22,31.142857142857142,0
12912.0,5,1662.3,670,332.46,2,9.25,0
12913.0,5,2483.63,1419,496.726,4,90.75,0
12915.0,2,363.65,93,181.825,148,223.0,1
12916.0,4,3006.15,1119,751.5375,138,60.333333333333336,1
12917.0,1,594.0,120,594.0,127,0.0,1
12919.0,6,1335.19,673,222.53166666666667,7,32.2,0
12920.0,1,164.23,129,164.23,16,0.0,0
12921.0,37,16587.09,9526,448.29972972972973,8,10.11111111111111,0
12922.0,1,405.38,370,405.38,160,0.0,1
12923.0,1,176.97,69,176.97,63,0.0,0
12924.0,4,933.7,481,233.425,87,79.66666666666667,0
12925.0,2,694.05,541,347.025,4,70.0,0
12928.0,5,2062.7000000000003,1472,412.5400000000001,34,80.75,0
12929.0,1,117.85,37,117.85,311,0.0,1
12930.0,2,415.8,252,207.9,77,93.0,0
12931.0,15,42055.96,28004,2803.730666666667,21,24.0,0
12933.0,3,607.53,499,202.51,23,129.5,0
12935.0,7,2160.7,1853,308.6714285714285,1,52.833333333333336,0
12936.0,4,1063.9,559,265.975,16,20.333333333333332,0
12937.0,4,1504.27,1007,376.0675,14,84.0,0
12938.0,1,114.14,140,114.14,25,0.0,0
12939.0,8,11581.8,4876,1447.725,63,38.57142857142857,0
12940.0,2,913.54,411,456.77,54,33.0,0
12942.0,3,683.9,203,227.96666666666667,130,117.0,1
12944.0,2,604.51,289,302.255,35,319.0,0
12945.0,1,462.95,165,462.95,287,0.0,1
12947.0,6,1603.99,1165,267.33166666666665,143,45.8,1
12948.0,7,2064.95,1080,294.99285714285713,15,41.333333333333336,0
12949.0,8,4167.22,2381,520.9025,30,31.571428571428573,0
12950.0,3,1843.0,1380,614.3333333333334,1,10.5,0
12951.0,6,1064.07,503,177.345,8,64.4,0
12952.0,4,1387.79,653,346.9475,5,24.0,0
12953.0,1,329.85,84,329.85,9,0.0,0
12955.0,11,4757.16,3664,432.4690909090909,0,26.6,0
12956.0,1,108.07,34,108.07,305,0.0,1
12957.0,8,4017.54,2549,502.1925,9,47.0,0
12962.0,2,266.39,129,133.195,6,106.0,0
12963.0,8,1856.63,881,232.07875,7,51.0,0
12965.0,1,771.91,283,771.91,88,0.0,0
12966.0,1,160.18,75,160.18,9,0.0,0
12967.0,2,1660.9,438,830.45,357,13.0,1
12968.0,1,135.95,73,135.95,111,0.0,1
12970.0,4,452.24,310,113.06,6,105.0,0
12971.0,86,11189.91,9289,130.11523255813952,3,4.329411764705882,0
12974.0,1,144.8,24,144.8,197,0.0,1
12976.0,1,738.6,561,738.6,211,0.0,1
12977.0,1,39.239999999999995,12,39.239999999999995,155,0.0,1
12980.0,9,7374.900000000001,886,819.4333333333334,157,25.0,1
12981.0,2,372.21999999999997,242,186.10999999999999,29,103.0,0
12982.0,1,390.54,288,390.54,242,0.0,1
12984.0,1,97.5,26,97.5,18,0.0,0
12985.0,2,1239.38,1533,619.69,0,27.0,0
12987.0,2,558.7,219,279.35,73,124.0,0
